UID	tcga_ei_6507_01a_11r_1736_07_bed	tcga_ag_3902_01a_01r_a32z_07_bed	tcga_af_a56l_01a_31r_a39d_07_bed	tcga_ei_7002_01a_11r_1928_07_bed	tcga_f5_6864_01a_11r_1928_07_bed	tcga_f5_6571_01a_12r_1830_07_bed	tcga_ei_6884_01a_11r_1928_07_bed	tcga_ei_6917_01a_11r_1928_07_bed	tcga_af_2687_01a_02r_1736_07_bed	tcga_ci_6619_01b_11r_1830_07_bed	tcga_ei_6885_01a_11r_1928_07_bed	tcga_af_6672_01a_11r_1830_07_bed	tcga_dy_a0xa_01a_11r_a155_07_bed	tcga_ei_6508_01a_11r_1736_07_bed	tcga_ag_3732_01a_11r_1660_07_bed	tcga_dc_6156_01a_11r_1660_07_bed	tcga_ah_6547_01a_11r_1830_07_bed	tcga_ag_4021_01a_01r_1736_07_bed	tcga_ag_3732_11a_01r_1660_07_bed	tcga_af_2692_11a_01r_a32z_07_bed	tcga_af_2691_11a_01r_a32z_07_bed	tcga_ei_6514_01a_11r_1736_07_bed	tcga_cl_5917_01a_11r_1660_07_bed	tcga_dc_6681_01a_11r_a32z_07_bed	tcga_ei_7004_01a_11r_1928_07_bed	tcga_g5_6572_01a_11r_1830_07_bed	tcga_ag_3731_11a_01r_1736_07_bed	tcga_ag_3731_01a_11r_1736_07_bed	tcga_f5_6861_01a_11r_1928_07_bed	tcga_ah_6903_01a_11r_1928_07_bed	tcga_ci_6620_01a_11r_1830_07_bed	tcga_ah_6549_01a_11r_1830_07_bed	tcga_ag_3742_01a_11r_1660_07_bed	tcga_af_2690_01a_02r_1736_07_bed	tcga_af_4110_01a_02r_1736_07_bed	tcga_ei_6883_01a_31r_1928_07_bed	tcga_f5_6814_01a_31r_1928_07_bed	tcga_dc_5869_01a_01r_1660_07_bed	tcga_ci_6623_01b_11r_1830_07_bed	tcga_af_2693_01a_02r_1736_07_bed	tcga_cl_4957_01a_01r_1736_07_bed	tcga_af_3911_01a_01r_1736_07_bed	tcga_ah_6643_01a_11r_1830_07_bed	tcga_ei_6510_01a_11r_1736_07_bed	tcga_ag_3592_01a_02r_1736_07_bed	tcga_dc_6157_01a_11r_1660_07_bed	tcga_ci_6621_01a_11r_1830_07_bed	tcga_ag_3591_01a_01r_1736_07_bed	tcga_ei_6881_01a_11r_a32z_07_bed	tcga_af_2689_11a_01r_a32z_07_bed	tcga_dy_a1dc_01a_31r_a155_07_bed	tcga_ag_4022_01a_01r_1736_07_bed	tcga_g5_6641_01a_11r_a32z_07_bed	tcga_f5_6863_01a_11r_1928_07_bed	tcga_dc_4749_01a_01r_1736_07_bed	tcga_cl_5918_01a_11r_1660_07_bed	tcga_g5_6235_01a_11r_1736_07_bed	tcga_f5_6812_01a_11r_1830_07_bed	tcga_dc_6154_01a_31r_1928_07_bed	tcga_f5_6810_01a_11r_1830_07_bed	tcga_f5_6702_01a_11r_1830_07_bed	tcga_f5_6465_01a_11r_1736_07_bed	tcga_dc_6158_01a_11r_1660_07_bed	tcga_ci_6624_01c_11r_1830_07_bed	tcga_dy_a1df_01a_11r_a155_07_bed	tcga_dy_a1dd_01a_21r_a155_07_bed	tcga_dy_a1dg_01a_11r_a32y_07_bed	tcga_dt_5265_01a_21r_1830_07_bed	tcga_g5_6233_01a_11r_1736_07_bed	tcga_af_a56k_01a_32r_a39d_07_bed	tcga_af_a56n_01a_12r_a39d_07_bed	tcga_bm_6198_01a_11r_1736_07_bed	tcga_dy_a1de_01a_11r_a155_07_bed	tcga_ag_3574_01a_01r_0821_07_bed	tcga_ag_3742_11a_01r_1660_07_bed	tcga_ag_3725_11a_01r_1736_07_bed	tcga_dc_5337_01a_01r_1660_07_bed	tcga_g5_6572_02a_12r_1830_07_bed	tcga_ag_3725_01a_11r_1736_07_bed	tcga_ei_6506_01a_11r_1736_07_bed	tcga_af_6655_01a_11r_1830_07_bed	tcga_ei_6512_01a_11r_1736_07_bed	tcga_ei_6513_01a_21r_1736_07_bed	tcga_ei_6882_01a_11r_1928_07_bed	tcga_ei_6509_01a_11r_1736_07_bed	tcga_ah_6644_01a_21r_1830_07_bed	tcga_ef_5831_01a_01r_1660_07_bed	tcga_dc_6682_01a_11r_1830_07_bed	tcga_dc_6683_01a_11r_1830_07_bed	tcga_dc_4745_01a_01r_a32z_07_bed	tcga_f5_6464_01a_11r_1736_07_bed	tcga_f5_6811_01a_11r_1830_07_bed	tcga_ah_6643_11a_01r_1830_07_bed	tcga_ah_6897_01a_11r_1928_07_bed	tcga_dc_6160_01a_11r_1660_07_bed	tcga_af_3400_11a_01r_a32z_07_bed	tcga_ci_6622_01a_11r_1830_07_bed	tcga_ei_6511_01a_11r_1736_07_bed	tcga_ef_5830_01a_01r_1660_07_bed	tcga_ah_6544_01a_11r_1830_07_bed	tcga_f5_6813_01a_11r_1830_07_bed	tcga_af_5654_01a_01r_1660_07_bed	tcga_af_5654_11a_11r_1660_07_bed	tcga_ag_3727_01a_01r_0905_07_bed	tcga_ag_3882_01a_01r_0905_07_bed	tcga_ag_3883_01a_02r_0905_07_bed	tcga_ag_3885_01a_01r_0905_07_bed	tcga_ag_3728_01a_01r_0905_07_bed	tcga_ag_3881_01a_01r_0905_07_bed	tcga_ag_3726_01a_02r_0905_07_bed	tcga_ag_3878_01a_02r_0905_07_bed	tcga_dc_6155_01a_11r_1660_07_bed	tcga_dy_a1h8_01a_21r_a155_07_bed	tcga_ag_a01l_01a_01r_a002_07_bed	tcga_ag_a025_01a_01r_a00a_07_bed	tcga_ag_a020_01a_21r_a083_07_bed	tcga_ag_a002_01a_01r_a002_07_bed	tcga_af_6136_01a_11r_1830_07_bed	tcga_ag_a00h_01a_01r_a00a_07_bed	tcga_ag_a01w_01a_21r_a083_07_bed	tcga_ag_a026_01a_01r_a00a_07_bed	tcga_ag_3893_01a_01r_1119_07_bed	tcga_ag_a014_01a_02r_a002_07_bed	tcga_ag_3612_01a_01r_0826_07_bed	tcga_ag_a01y_01a_41r_a083_07_bed	tcga_ag_4001_01a_02r_1119_07_bed	tcga_ag_a02g_01a_01r_a00a_07_bed	tcga_ag_3600_01a_01r_0826_07_bed	tcga_ag_3581_01a_01r_0821_07_bed	tcga_ag_3898_01a_01r_1119_07_bed	tcga_ag_a036_01a_12r_a083_07_bed	tcga_ag_3601_01a_01r_0826_07_bed	tcga_ag_3593_01a_01r_0821_07_bed	tcga_ag_3599_01a_02r_0826_07_bed	tcga_ag_a023_01a_01r_a00a_07_bed	tcga_ag_a008_01a_01r_a002_07_bed	tcga_ag_3894_01a_01r_1119_07_bed	tcga_ag_3608_01a_01r_0826_07_bed	tcga_ag_4005_01a_01r_1119_07_bed	tcga_ag_a016_01a_01r_a002_07_bed	tcga_ag_3896_01a_01r_1119_07_bed	tcga_ag_3999_01a_01r_1119_07_bed	tcga_ag_4015_01a_01r_1119_07_bed	tcga_ag_3605_01a_01r_0826_07_bed	tcga_af_3913_01a_02r_1119_07_bed	tcga_af_3400_01a_01r_0821_07_bed	tcga_ag_3892_01a_01r_1119_07_bed	tcga_ag_3887_01a_01r_1119_07_bed	tcga_ag_a02n_01a_11r_a083_07_bed	tcga_ag_3598_01a_01r_0826_07_bed	tcga_ag_a02x_01a_01r_a00a_07_bed	tcga_ag_3575_01a_01r_0821_07_bed	tcga_ag_3602_01a_02r_0826_07_bed	tcga_ag_a011_01a_01r_a002_07_bed	tcga_ag_3578_01a_01r_0821_07_bed	tcga_ag_3890_01a_01r_1119_07_bed	tcga_ag_3584_01a_01r_0821_07_bed	tcga_ag_3611_01a_01r_0826_07_bed	tcga_ag_a01j_01a_01r_a00a_07_bed	tcga_af_2692_01a_01r_0821_07_bed	tcga_ag_3587_01a_01r_0821_07_bed	tcga_ag_3594_01a_02r_0821_07_bed	tcga_ag_3901_01a_01r_1119_07_bed	tcga_ag_3583_01a_01r_0821_07_bed	tcga_ag_a00c_01a_01r_a002_07_bed	tcga_ag_a015_01a_01r_a002_07_bed	tcga_ag_3609_01a_02r_0826_07_bed	tcga_ag_4008_01a_01r_1119_07_bed	tcga_ag_3582_01a_01r_0821_07_bed	tcga_ag_a00y_01a_02r_a002_07_bed	tcga_ag_a01n_01a_01r_a00a_07_bed	tcga_ag_a032_01a_01r_a00a_07_bed	tcga_ag_3580_01a_01r_0821_07_bed	tcga_ag_3586_01a_02r_0821_07_bed	tcga_af_2691_01a_01r_0821_07_bed	tcga_ag_4007_01a_01r_1119_07_bed	tcga_ag_3909_01a_01r_1119_07_bed
ERMARD:ENSG00000130023:E17.1-E18.2|ENSG00000130023:E16.2-E18.2	0.06	-0.0	-0.0	0.06	0.06	-0.0	-0.1	-0.0	-0.0	0.06	0.06	0.0	-0.0	0.06	0.06	-0.0	0.01	-0.0	-0.0	0.06	0.06	0.0	0.06	0.01	-0.0	0.06	0.06	0.06	0.03	0.0	-0.0	0.06	-0.0	0.06	-0.0	-0.0	0.06	-0.0	0.04	0.06	0.06	-0.0	0.0	0.06	-0.0	-0.0	-0.0	0.06	0.06	0.06	0.06	-0.0	0.06	-0.0	0.06	0.06	-0.0	0.06	0.02	-0.1	0.0	-0.0	-0.0	0.06	-0.0	-0.1	-0.1	0.06	0.06	-0.1	-0.0	-0.2	-0.1	-0.0	0.06	0.06	-0.0	0.06	-0.1	0.06	0.06	0.06	-0.0	0.06	0.06	-0.0	0.06	-0.1	-0.0	0.06	0.06	0.01	0.01	0.01	-0.1	0.06	0.06	0.06	-0.0	-0.0	0.06	0.06	-0.9	-0.9	-0.9	-0.9	-0.9	-0.9	-0.9	-0.9	-0.9	-0.9	-0.1	-0.0	0.06	0.06	-0.1	-0.3	-0.0	-0.0	0.06	-0.0	0.06	-0.2	0.06	0.06	0.06	0.06	0.06	-0.0	0.06	0.06	0.06	-0.9	-0.9	-0.9	0.06	0.06	-0.9	-0.0	0.06	-0.0	0.0	0.06	-0.9	-0.9	-0.9	-0.9	0.06	0.06	-0.9	0.06	-0.1	-0.1	-0.2	-0.9	-0.9	-0.9	-0.9	-0.9	0.06	0.06	0.06	0.06	-0.0	-0.1	0.06	0.06	0.06	0.06	0.02	0.06	-0.1	0.06	0.06	-0.9	0.06
TRMT11:ENSG00000066651:E8.2-E10.1|ENSG00000066651:E9.1-E10.1	-0.2	-0.0	-0.0	-0.0	-0.0	0.05	-0.0	0.03	-0.1	-0.0	0.01	-0.0	-0.0	0.05	-0.0	-0.1	-0.1	-0.0	0.0	0.07	-0.0	-0.0	0.0	0.03	0.04	0.01	-0.0	-0.0	-0.0	-0.0	0.01	0.0	0.10	0.01	0.01	0.02	-0.1	-0.1	0.04	0.08	0.07	0.02	0.0	0.03	0.07	0.07	0.04	0.0	0.01	0.04	0.05	-0.0	-0.0	0.02	-0.0	0.08	0.05	-0.0	-0.0	0.03	-0.0	-0.1	0.06	-0.0	-0.0	-0.1	-0.0	-0.1	0.04	-0.0	-0.0	-0.0	-0.0	0.08	0.09	-0.2	0.0	0.01	0.06	0.09	0.02	-0.0	0.01	-0.1	-0.2	0.03	0.07	0.0	0.08	0.0	-0.0	0.04	-0.0	0.08	0.04	0.03	-0.0	-0.1	0.06	0.08	0.0	0.02	0.0	0.04	-0.8	-0.8	-0.8	-0.8	-0.8	-0.8	0.07	-0.8	-0.2	0.01	-0.0	0.09	-0.1	-0.0	-0.0	0.09	0.06	0.14	0.14	0.09	0.04	-0.8	0.07	0.14	0.08	0.06	0.12	0.07	-0.1	0.14	-0.0	-0.8	-0.0	-0.0	-0.0	0.14	-0.0	0.07	0.07	0.14	0.09	-0.8	-0.8	0.02	-0.8	-0.8	-0.8	0.07	-0.8	-0.8	-0.8	-0.0	-0.8	-0.8	-0.8	-0.1	0.06	-0.8	0.14	0.06	-0.0	0.03	-0.1	-0.0	0.14	-0.1	0.0	-0.8	-0.1	0.14	0.14	0.02	0.14
SLC25A29:ENSG00000197119:E1.9-E4.1|ENSG00000197119:E3.3-E4.1	-0.0	0.05	0.21	0.13	-0.0	0.0	0.05	0.04	-0.1	-0.0	0.01	0.02	-0.0	0.03	0.0	0.13	0.05	-0.1	0.16	0.04	0.08	0.13	0.06	0.05	0.10	0.19	0.18	0.10	-0.0	-0.0	0.16	0.06	0.14	0.07	0.18	-0.1	-0.0	0.14	0.02	0.07	0.09	0.08	0.06	-0.1	0.25	0.19	0.14	0.03	-0.0	0.06	0.06	0.14	0.06	-0.0	-0.7	-0.7	-0.7	-0.7	-0.7	-0.7	-0.7	-0.7	0.07	-0.7	-0.0	0.14	-0.3	0.04	0.06	0.25	-0.1	0.17	0.10	0.25	0.0	0.14	0.04	0.25	-0.0	0.12	0.17	-0.0	0.06	0.09	-0.0	0.06	-0.0	-0.7	-0.7	-0.7	-0.7	-0.7	-0.7	-0.7	-0.7	0.19	0.18	0.05	-0.7	-0.7	-0.7	-0.7	-0.7	-0.7	-0.7	0.0	-0.0	0.18	0.02	0.09	0.12	-0.7	-0.7	0.17	0.04	0.25	-0.3	-0.7	-0.7	-0.7	0.25	-0.7	-0.7	-0.7	-0.7	-0.7	0.17	0.06	0.04	-0.7	-0.7	0.14	-0.7	0.18	0.06	-0.0	0.25	0.25	0.17	0.25	0.25	0.25	0.15	0.18	0.07	0.0	0.18	-0.7	-0.7	-0.7	-0.7	-0.7	-0.7	0.02	-0.2	0.25	-0.0	-0.1	-0.7	-0.7	-0.7	-0.1	-0.7	-0.7	-0.7	-0.7	-0.0	-0.7	-0.7	-0.7	-0.7	-0.7	0.14	0.25	-0.7	0.18	0.25
CAST:ENSG00000153113:E23.1-E24.1|ENSG00000153113:E22.2-E24.1	0.03	-0.4	0.02	0.05	0.04	0.02	0.03	0.02	-0.0	0.02	-0.9	-0.9	0.02	-0.4	0.04	-0.4	-0.3	0.04	-0.0	0.05	0.04	0.02	0.03	0.04	-0.0	-0.2	-0.3	-0.6	-0.8	-0.9	-0.4	-0.8	-0.9	-0.4	-0.3	-0.2	-0.3	-0.4	0.02	0.03	0.03	0.02	0.02	-0.3	0.04	0.05	0.03	-0.5	0.04	-0.9	-0.3	-0.3	0.03	-0.4	-0.5	0.05	0.03	0.02	0.04	0.03	0.03	-0.0	0.04	0.03	-0.2	-0.8	-0.9	0.06	0.0	0.03	0.03	0.02	-0.3	-0.9	-0.9	-0.4	0.05	-0.4	-0.2	0.01	0.02	0.03	0.04	-0.3	-0.8	-0.3	-0.9	0.05	-0.4	-0.8	0.03	0.02	0.03	0.07	0.04	0.02	-0.3	-0.8	0.0	-0.9	0.05	-0.9	-0.9	0.08	-0.9	-0.9	-0.3	0.08	-0.0	-0.9	0.05	-0.9	0.02	-0.3	-0.2	-0.8	0.06	-0.0	0.07	-0.3	0.02	0.07	0.02	0.04	-0.0	-0.6	0.08	0.06	-0.3	0.07	0.06	-0.2	-0.8	-0.2	-0.9	0.07	-0.9	0.04	-0.1	-0.3	0.06	0.05	0.06	-0.0	0.06	0.05	0.08	-0.3	0.04	-0.2	0.04	0.04	0.02	0.03	0.06	0.05	-0.2	-0.2	-0.0	0.07	-0.3	-0.8	0.06	0.02	-0.3	-0.8	0.08	-0.1	0.05	-0.9	-0.8	-0.5	-0.9	-0.4	0.06	0.03	0.02
DDX12P:ENSG00000214826:E22.1-E23.1|ENSG00000214826:E22.1-I22.1	-0.2	-0.2	-0.2	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.1	-0.2	-0.0	0.0	-0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.2	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.1	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.1	0.0	0.0	-0.3	0.0	-0.1	0.0	0.0	0.0	-0.0	-1.0	-0.1	-0.0	0.0	0.0	-0.1	0.0	-0.0	-0.1	0.0	0.0	0.0	0.0	0.0	-0.2	-0.3	0.0	-0.1	-0.1	-0.3	-0.2	-0.1	0.0	-1.0	-1.0	-1.0	-1.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	-0.0	-0.1	0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	0.0	0.0	0.0	0.0	0.0	-0.3	-0.0	0.0	-1.0	-0.2	-0.4	-0.2	-0.3	0.0	0.0	-0.0	0.0	-0.3	-0.1	-0.1	0.0	0.0	0.0	-0.4	-0.3	0.0	-0.4	-0.4	0.0	-0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.2	0.0	-0.4	0.0	-1.0	0.0	-0.3	0.0	-0.3	-0.0	0.0	-0.6	-0.0	-0.3	0.0	0.0	0.0	0.0	-1.0	-1.0	-1.0	-0.1	-0.4	-0.4	0.0	0.0	0.0	0.0	0.0
SIX5:ENSG00000177045:I1.2-E3.1|ENSG00000177045:E2.2-E3.3	-0.0	-0.0	0.13	0.08	-0.1	-0.0	0.18	0.14	-0.0	-0.0	-0.1	0.10	0.19	-0.0	-0.7	0.0	-0.1	0.07	0.03	0.07	0.04	0.0	-0.2	0.08	0.08	0.09	0.06	0.14	0.08	-0.2	-0.0	0.0	0.14	-0.0	-0.0	0.13	-0.0	0.12	-0.3	0.02	0.03	0.07	0.08	0.15	-0.0	-0.1	-0.2	0.03	0.13	0.15	-0.1	-0.0	0.06	0.01	-0.0	-0.1	-0.7	-0.0	0.16	-0.1	0.07	-0.0	-0.1	0.05	0.13	-0.1	-0.7	-0.2	-0.0	-0.0	-0.0	0.13	0.06	0.17	0.13	0.05	0.09	0.07	-0.2	0.06	-0.0	-0.0	0.0	0.06	-0.0	0.10	0.0	0.0	-0.7	-0.7	0.06	-0.7	-0.0	-0.2	-0.7	0.02	-0.7	-0.7	0.17	0.17	0.0	0.25	-0.1	-0.7	-0.1	-0.7	0.25	-0.2	0.0	-0.2	0.03	-0.7	-0.7	0.04	0.06	0.0	0.15	0.03	0.17	0.15	-0.0	0.06	-0.7	0.02	0.04	0.25	-0.1	-0.1	-0.7	-0.7	-0.7	-0.7	-0.7	0.18	-0.0	0.20	-0.1	0.16	-0.1	-0.0	0.14	0.25	0.05	-0.0	0.25	0.05	-0.7	-0.7	-0.7	-0.7	-0.0	-0.7	-0.7	0.13	-0.1	0.19	-0.1	0.14	0.18	0.10	0.05	0.07	0.13	0.05	-0.7	-0.7	0.02	0.18	-0.1	-0.1	-0.1	-0.0	-0.7	0.06	-0.0	-0.3	0.15
MTMR10:ENSG00000166912:E16.1-I18.2|ENSG00000166912:E16.1-E17.2	0.09	0.05	0.22	-0.0	0.03	0.04	0.03	0.16	-0.0	0.07	0.0	0.02	0.0	0.09	0.0	0.04	-0.0	-0.0	0.18	-0.0	-0.0	0.07	0.14	-0.1	-0.0	0.03	0.22	0.07	-0.0	-0.0	-0.0	0.18	0.17	0.04	0.05	0.16	0.04	0.17	0.22	0.22	0.18	0.15	0.05	-0.0	-0.0	0.17	0.20	0.18	0.04	0.06	-0.6	-0.0	0.0	-0.0	-0.0	-0.6	0.09	0.35	0.25	0.06	0.14	0.0	0.03	0.06	0.19	0.28	-0.6	-0.0	0.13	0.08	-0.1	0.17	-0.0	0.35	0.02	0.03	-0.6	0.16	-0.0	0.03	-0.0	-0.0	0.07	0.04	0.13	0.20	0.0	0.08	0.17	0.13	0.14	0.16	-0.0	-0.0	0.03	0.03	0.14	0.35	-0.6	-0.0	-0.0	0.20	-0.0	-0.6	-0.6	-0.6	-0.6	-0.2	-0.6	-0.6	-0.6	-0.6	0.35	0.27	0.35	-0.6	0.13	-0.0	0.27	-0.6	-0.6	-0.6	0.15	-0.6	0.25	0.05	0.35	-0.6	-0.1	-0.6	-0.6	-0.6	-0.6	-0.0	0.27	-0.6	-0.6	-0.6	0.09	0.04	-0.6	-0.6	-0.6	-0.6	-0.6	-0.6	-0.6	-0.6	0.04	-0.6	-0.6	-0.6	-0.6	-0.6	-0.0	-0.0	0.02	-0.6	-0.6	-0.6	0.24	-0.6	-0.1	0.02	-0.6	-0.6	-0.6	-0.6	-0.2	-0.6	-0.6	-0.6	0.15	0.09	0.35	-0.6	-0.6
POMT2:ENSG00000009830:E25.2-E26.3|ENSG00000009830:E25.5-E26.3	-0.2	0.0	-0.0	0.0	0.19	0.27	-0.1	0.01	0.05	0.08	0.19	-0.1	0.18	0.19	0.21	0.21	0.10	0.04	0.17	0.28	0.21	0.20	0.15	0.32	0.26	0.22	0.08	0.16	0.24	0.09	-0.0	0.17	0.08	0.16	0.4	0.07	0.16	0.20	0.25	0.06	0.16	-0.2	-0.0	-0.0	0.16	-0.1	0.08	0.13	0.35	0.09	0.13	-0.6	0.21	-0.0	-0.0	0.17	-0.6	-0.0	0.29	0.09	0.19	0.27	0.09	0.22	-0.0	-0.0	-0.0	0.15	-0.5	-0.0	0.07	0.19	-0.3	-0.6	0.20	-0.6	0.26	0.18	0.13	0.33	0.18	0.02	0.31	0.10	0.0	0.27	-0.6	0.04	-0.6	0.31	0.22	0.18	-0.0	0.04	-0.0	0.21	0.21	0.21	0.32	0.31	0.21	0.29	0.30	-0.6	-0.6	-0.6	-0.6	0.19	-0.6	0.33	0.33	-0.6	-0.0	0.15	0.21	0.15	-0.0	-0.1	-0.2	-0.6	-0.6	-0.6	-0.6	0.18	-0.0	-0.6	-0.6	-0.6	0.29	-0.6	-0.6	-0.6	-0.6	-0.6	-0.6	-0.6	-0.6	-0.6	0.13	-0.6	-0.6	-0.6	-0.6	0.07	-0.6	-0.6	-0.6	-0.6	-0.6	-0.6	-0.6	-0.6	-0.6	-0.6	0.02	-0.6	-0.1	-0.1	-0.6	-0.6	-0.6	-0.2	-0.6	0.18	-0.6	-0.6	-0.6	-0.6	-0.6	-0.6	-0.6	-0.6	-0.6	-0.6	-0.6	-0.6	-0.6
EIF4G3:ENSG00000075151:E55.1-E58.1|ENSG00000075151:E56.3-E58.1	0.07	0.06	-0.1	0.08	-0.0	0.06	0.08	0.02	-0.0	0.09	0.08	0.07	0.02	0.07	-0.0	0.01	0.03	0.05	0.06	0.02	-0.0	0.12	0.07	-0.0	0.09	0.02	0.05	0.04	0.06	0.01	0.05	0.07	0.08	0.07	0.04	0.05	-0.0	-0.0	0.10	0.03	-0.0	0.03	0.06	-0.0	0.02	0.05	0.02	0.0	0.02	0.05	0.0	0.0	0.0	0.05	0.06	-0.0	0.05	0.03	-0.0	0.05	-0.0	0.01	0.04	0.09	-0.1	-0.1	-0.0	0.14	0.0	0.02	-0.0	-0.0	-0.0	-0.2	-0.0	0.04	0.14	0.14	0.07	0.08	-0.1	0.09	0.0	0.07	0.0	0.06	0.02	0.10	-0.0	0.07	0.0	0.06	0.04	0.07	0.02	0.03	-0.0	0.07	0.0	0.14	0.14	-0.0	0.09	-0.8	-0.8	-0.8	-0.8	-0.8	-0.8	-0.8	-0.8	-0.8	-0.8	-0.0	-0.0	-0.0	-0.0	-0.1	0.14	-0.1	0.03	-0.8	-0.8	-0.2	-0.8	-0.8	-0.8	-0.8	0.06	-0.1	-0.1	0.04	-0.0	-0.0	-0.7	0.14	-0.0	-0.8	-0.3	0.14	0.04	-0.8	-0.8	-0.8	-0.0	-0.8	-0.8	-0.8	-0.8	-0.8	-0.0	0.14	-0.8	-0.0	0.14	-0.8	-0.0	0.14	-0.0	0.14	-0.8	-0.0	-0.8	-0.8	-0.3	-0.0	-0.8	0.07	-0.8	0.14	-0.8	-0.8	-0.0	-0.8	-0.8	-0.8	-0.8
RAD9A:ENSG00000172613:E12.1-E13.3|ENSG00000172613:E12.1-I12.1	-0.2	-0.0	-0.1	0.20	-0.0	0.10	0.24	-0.2	-0.1	-0.1	-0.2	0.01	-0.0	0.12	-0.1	-0.1	-0.1	-0.2	0.19	0.07	0.14	0.28	0.28	0.24	0.18	0.28	0.21	0.20	-0.0	0.07	0.09	-0.0	0.25	0.10	0.21	0.21	0.02	0.19	0.19	0.20	0.21	0.21	0.21	0.13	0.01	-0.0	-0.3	0.20	0.21	0.22	0.17	-0.0	0.28	-0.0	0.0	0.16	0.22	-0.1	0.18	0.09	0.15	0.28	0.17	0.20	0.09	-0.2	-0.2	0.09	-0.3	-0.3	-0.2	-0.5	-0.1	-0.1	0.09	0.17	0.24	0.28	-0.1	-0.3	0.21	0.22	0.18	0.28	0.18	0.20	-0.7	-0.1	0.20	0.28	0.28	0.28	0.01	0.19	0.20	0.17	0.21	0.16	0.01	0.21	0.28	-0.0	0.03	-0.3	-0.5	-0.7	-0.4	-0.7	0.09	-0.5	-0.7	-0.7	-0.4	-0.5	-0.7	-0.4	-0.2	-0.0	0.28	0.03	-0.5	0.19	0.09	0.01	-0.3	0.21	-0.4	-0.7	-0.7	-0.7	-0.7	-0.7	0.09	-0.7	-0.7	-0.7	-0.7	-0.0	0.13	-0.0	-0.7	0.28	0.07	0.03	0.28	-0.7	-0.7	-0.0	-0.4	-0.7	-0.7	-0.7	-0.7	-0.7	-0.5	-0.7	-0.3	-0.7	-0.7	-0.0	-0.7	-0.7	-0.7	-0.7	-0.7	-0.7	-0.7	-0.7	-0.7	0.01	0.08	-0.2	0.28	-0.0	0.28	0.20	0.28
ANKRD16:ENSG00000134461:E1.3-E2.1|ENSG00000134461:E1.3-I1.1_5888241	-0.1	-0.0	-0.0	-0.1	0.0	-0.0	0.0	-0.1	-0.0	-0.0	0.08	-0.0	0.10	-0.0	0.0	0.17	-0.8	-0.0	0.09	0.10	0.01	0.04	0.12	0.17	0.02	0.04	0.10	0.05	-0.0	0.09	-0.0	0.02	0.10	0.05	0.05	-0.0	0.08	0.03	0.08	0.01	0.17	0.03	0.10	-0.1	0.10	0.08	0.08	-0.0	0.17	0.17	0.06	0.07	0.17	0.03	0.0	0.05	0.08	0.03	0.03	-0.0	0.05	-0.1	-0.0	0.17	0.17	-0.1	-0.2	-0.0	0.07	0.0	-0.0	-0.1	-0.1	0.17	-0.8	-0.1	0.10	0.06	0.0	0.0	-0.0	-0.0	0.01	0.01	0.17	0.17	0.03	0.07	0.17	0.03	0.09	0.17	0.04	0.10	0.03	0.10	0.10	0.17	0.14	0.17	0.12	-0.0	0.17	-0.0	-0.8	0.17	-0.3	-0.8	-0.8	-0.1	-0.8	-0.8	-0.2	-0.8	0.08	-0.0	-0.1	-0.8	-0.0	0.17	0.10	-0.8	0.05	0.04	-0.2	0.04	0.09	0.03	0.17	-0.0	-0.8	0.09	-0.1	-0.8	-0.8	0.08	-0.8	-0.8	-0.8	0.17	-0.8	-0.8	0.06	-0.0	0.17	-0.1	0.17	0.10	-0.8	-0.8	-0.8	-0.8	0.17	-0.8	-0.8	-0.8	0.17	0.17	-0.8	-0.8	-0.8	-0.8	-0.8	-0.8	-0.8	-0.8	0.17	-0.8	-0.8	-0.8	0.17	0.10	-0.8	-0.8	-0.8	-0.8	-0.8
